År;Year;Station;Datum;Behandling;Ruta;Sandförekomst %;Kommentar (kornstorlek mm);Slåtter eller inte;Data comment
2016;0;Kopparberg;20160817;rotryckning;3;0;Hårt packat grus med sandblandad jord, mestadels mosstäckt;;
2016;0;Kopparberg;20160817;rotryckning;4;5;Inblandad jord mellan packat grus;;
2016;0;Kopparberg;20160817;rotryckning;5;0;Väldigt lite jord/sand finns mellan det hårt packade gruset;;
2016;0;Kopparberg;20160817;rotryckning;6;90;Finkornig packad sand med grusinblandning;;
2016;0;Kopparberg;20160817;ytskrapning;1;20;Sand inblandat i jord. Poröst.;;
2016;0;Kopparberg;20160817;ytskrapning;2;50;Sand i jorden. Lämpligt för grävande insekter, bohål finns.;;
2016;0;Kopparberg;20160817;ytskrapning;3;70;Yttersta 15 cm av ytan slagen vid vägslåtter. Bohål finns.;;
2016;0;Kopparberg;20160817;ytskrapning;4;40;Sand i jorden. Rätt mycket sten.;;
2016;0;Kopparberg;20160817;ytskrapning;5;50;Sanden uppblandad med jord och grus.;;
2016;0;Kopparberg;20160817;ytskrapning;6;50;;;
2016;0;Krampen;20160815;rotryckning;1;0;Grässvål;;
2016;0;Krampen;20160815;rotryckning;2;5;;;
2016;0;Krampen;20160815;rotryckning;3;5;;;
2016;0;Krampen;20160815;rotryckning;4;1;;;
2016;0;Krampen;20160816;rotryckning;5;5;;;
2016;0;Krampen;20160816;rotryckning;6;75;Uppblandat med grus;;
2016;0;Krampen;20160815;ytskrapning;1;75;Uppblandat med grus;;
2016;0;Krampen;20160815;ytskrapning;2;65;Uppblandat med grus;;
2016;0;Krampen;20160815;ytskrapning;3;85;Uppblandat med grus;;
2016;0;Krampen;20160815;ytskrapning;4;85;Uppblandat med grus;;
2016;0;Krampen;20160815;ytskrapning;5;90;Uppblandat med grus;;
2016;0;Krampen;20160815;ytskrapning;6;75;Rätt mycket sten. I övrigt sand/grus.;;
2016;0;Mockfjärd;20160818;rotryckning/slåtter;1;0;makadam;;
2016;0;Mockfjärd;20160818;rotryckning/slåtter;2;10;Sand förekommer inblandat i jorden och som små fläckar.;;
2016;0;Mockfjärd;20160818;rotryckning/slåtter;3;80;Sand blandat med olika grusfraktioner.;;
2016;0;Mockfjärd;20160818;rotryckning/slåtter;4;1;Sandblandad jord mellan makadam. En filtlavsmatta täcker större delen av rutan.;;
2016;0;Mockfjärd;20160818;rotryckning/slåtter;5;1;;;
2016;0;Mockfjärd;20160818;rotryckning/slåtter;6;0;Sandblandad jord under tätt mosslager. Grusinblandning.;;
2016;0;Repbäcken;20160818;rotryckning/slåtter;1;0;Grässvål/sten;;
2016;0;Repbäcken;20160818;rotryckning/slåtter;2;0;Grässvål/sten;;
2016;0;Repbäcken;20160818;rotryckning/slåtter;3;55;Uppblandat med finkornigt grus. Grässvål finns.;;
2016;0;Repbäcken;20160818;rotryckning/slåtter;4;95;Grusblandat. Bohål finns strax utanför rutan. Halvpackat men poröst.;;
2016;0;Repbäcken;20160818;rotryckning/slåtter;5;25;Mest grus. Packat.;;
2016;0;Repbäcken;20160818;rotryckning/slåtter;6;50;Grusblandad packad sand. Inslag av block och grässvål.;;
2016;0;Repbäcken;20160818;ytskrapning/slåtter;1;70;Sandblandad jord. Porös, lämplig för myror. Uppblandad till viss del med grus.;;
2016;0;Repbäcken;20160818;ytskrapning/slåtter;2;60;"Grus-/jordblandad sand i NV. ""Lagom"" packad. Inslag av större sten.";;
2016;0;Repbäcken;20160818;ytskrapning/slåtter;3;45;Grässvål och bitvis kraftigt grusinslag.;;
2016;0;Repbäcken;20160818;ytskrapning/slåtter;4;90;;;
2016;0;Repbäcken;20160818;ytskrapning/slåtter;5;50;"Grässvål och sand mellan ""plankor""";;
2016;0;Repbäcken;20160818;ytskrapning/slåtter;6;60;Grässvål och slipers;;
2016;0;Ställdalen;20160623;rotryckning/slåtter;1;0;;;
2016;0;Ställdalen;20160816;rotryckning/slåtter;2;0;;;
2016;0;Ställdalen;20160816;rotryckning/slåtter;3;6;Sand uppförd av myror.;;
2016;0;Ställdalen;20160816;rotryckning/slåtter;4;30;;;
2016;0;Ställdalen;20160816;rotryckning/slåtter;5;4;Mestadels grässvål;;
2016;0;Ställdalen;20160816;rotryckning/slåtter;6;45;Mycket sten;;
2016;0;Vansbro;20160819;ytskrapning/slåtter;1;45;Grusblandat med moss- och vegetationstäckning. Rätt packat.;;
2016;0;Vansbro;20160819;ytskrapning/slåtter;2;40;Grusblandat, grässvål;;
2016;0;Vansbro;20160819;ytskrapning/slåtter;3;50;Grusblandat, inte så mycket gräs;;
2016;0;Vansbro;20160819;ytskrapning/slåtter;4;50;Grusblandat, stenigt, tuvor av fårsvingel;;
2016;0;Vansbro;20160819;ytskrapning/slåtter;5;40;Grusblandat, stenigt;;
2016;0;Vansbro;20160819;ytskrapning/slåtter;6;60;Grusblandat, stenigt;;
2022;6;Dagarn;20220608;rotryckning/slåtter;1;0;;;
2022;6;Dagarn;20220608;rotryckning/slåtter;2;0;;;
2022;6;Dagarn;20220608;rotryckning/slåtter;3;1;Grovssandinblandat i jorden, lös;;
2022;6;Dagarn;20220608;rotryckning/slåtter;4;2;Grovsand inblandat i jorden och fläckvis enbart sand, lös;;
2022;6;Dagarn;20220608;rotryckning/slåtter;5;1;Mellan- Finland inblandad i organisk jord;;
2022;6;Dagarn;20220608;rotryckning/slåtter;6;60;Grov-fin delvis inblandad i jord;;
2022;6;Dala-Järna;20220806;rotryckning/slåtter;1;1;Grovt mellan grus. Löst.;;
2022;6;Dala-Järna;20220806;rotryckning/slåtter;2;1;Fin till grov.löst packad.;;
2022;6;Dala-Järna;20220806;rotryckning/slåtter;3;10;Fin till grov.hård med lösa partier. Grus ochsten.;;
2022;6;Dala-Järna;20220806;rotryckning/slåtter;4;1;Fin till grov.löst packad. Omgivet av mossa och dött org. material.;;
2022;6;Dala-Järna;20220806;rotryckning/slåtter;5;1;Fin till grov.löst packad. Omgivet av mossa och dött org. material.;;
2022;6;Dala-Järna;20220806;rotryckning/slåtter;6;1;Fin till grov.löst packad. Omgivet av mossa och dött org. material.;;
2022;6;Grängesberg;20220731;rotryckning;1;40;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Grängesberg;20220731;rotryckning;2;15;Mellan till fin,blandat. Även makadam. Lös medhårda partier.;;
2022;6;Grängesberg;20220731;rotryckning;3;10;Mellan till fin,blandat. Även makadam och grus. Lös medhårda partier.;;
2022;6;Grängesberg;20220731;rotryckning/slåtter;4;30;Hårt packad fin sand med lösa partier (få). Även grus och makadam. ;;
2022;6;Grängesberg;20220731;rotryckning/slåtter;5;15;Hårt packad fin sand. Även grus och makadam. ;;
2022;6;Grängesberg;20220731;rotryckning/slåtter;6;15;Hårt packad fin sand. Även grus och makadam. ;;
2022;6;Kopparberg;20220731;rotryckning;-;;Förstörd station;;
2022;6;Kopparberg;20220731;ytskrapning;-;;Förstörd station;;
2022;6;Krampen;20220608;rotryckning/slåtter;1;50;Grov-fin delvis inblandad i jord, lös med fasta partier;;
2022;6;Krampen;20220718;rotryckning/slåtter;2;70;Grov-fin delvis inblandad i jord, lös med fasta partier;;
2022;6;Krampen;20220718;rotryckning/slåtter;3;70;Grov-fin delvis inblandad i jord, lös med fasta partier;;
2022;6;Krampen;20220718;rotryckning/slåtter;4;50;Grov-fin delvis inblandad i jord, lös med fasta partier;;
2022;6;Krampen;20220718;rotryckning/slåtter;5;80;Majoritet av makadam. Övrigt se 5:an;;
2022;6;Krampen;20220718;rotryckning/slåtter;6;70;Majoritet av makadam. Övrigt se 5:an;;
2022;6;Krampen;20220608;ytskrapning/slåtter;1;70;Grov-fin delvis inblandad i jord, lös med fasta partier;;
2022;6;Krampen;20220608;ytskrapning/slåtter;2;1;Mellan- Finsand inblandad i organisk jord;;
2022;6;Krampen;20220608;ytskrapning/slåtter;3;75;Grov-fin delvis inblandad i jord, lös med fasta partier;;
2022;6;Krampen;20220608;ytskrapning/slåtter;4;70;sand inblandning av grus och sten. Löst med fasta partier;;
2022;6;Krampen;20220608;ytskrapning/slåtter;5;50;sand inblandning av grus och sten. Löst med fasta partier;;
2022;6;Krampen;20220718;ytskrapning/slåtter;6;70;sand inblandning av grus och sten. Löst med fasta partier;;
2022;6;Krampen;20220718;ytskrapning/slåtter;7;90;sand inblandning av grus och sten. Löst med fasta partier;;
2022;6;Mockfjärd;20220803;rotryckning/slåtter;1;10;Hårt packad fin-grov sand med löst ovanpå.(inte grävmaterial) ;;
2022;6;Mockfjärd;20220803;rotryckning/slåtter;2;0;Lerjord med grus och steninslag;;
2022;6;Mockfjärd;20220803;rotryckning/slåtter;3;0;Sandblandad jord under lager av mossa och gammalt gräs;;
2022;6;Mockfjärd;20220803;rotryckning/slåtter;4;0;Tjock grässvål,bitvis mossa.;;
2022;6;Mockfjärd;20220803;rotryckning/slåtter;5;0;Sandblandad jord under lager av mossa och gammalt gräs;;
2022;6;Mockfjärd;20220803;rotryckning/slåtter;6;0;Sandblandad jord under lager av mossa och gammalt gräs;;
2022;6;Repbäcken;20220806;rotryckning/slåtter;1;1;In emellan grus. Medelgrov och medelpackad ;;
2022;6;Repbäcken;20220806;rotryckning/slåtter;2;1;In emellan grus. Medelgrov och medelpackad under org. Material. ;;
2022;6;Repbäcken;20220806;rotryckning/slåtter;3;0;Tjock grässvål,bitvis mossa.;;
2022;6;Repbäcken;20220806;rotryckning/slåtter;4;1;In emellan grus. Medelgrov och medelpackad. ;;
2022;6;Repbäcken;20220806;rotryckning/slåtter;5;40;Grov till fin sand, medelpckad.;;
2022;6;Repbäcken;20220806;rotryckning/slåtter;6;0;Tjock grässvål,bitvis mossa.;;
2022;6;Repbäcken;20220805;ytskrapning/slåtter;1;80;Grov till fin sand, hårt med lösa partier.;;
2022;6;Repbäcken;20220805;ytskrapning/slåtter;2;80;Grov till fin sand, hårt med lösa partier (pga myror);;
2022;6;Repbäcken;20220805;ytskrapning/slåtter;3;90;Grov till fin sand, hårt med lösa partier.;;
2022;6;Repbäcken;20220805;ytskrapning/slåtter;4;95;Grov till fin sand, hårt med lösa partier.;;
2022;6;Repbäcken;20220805;ytskrapning/slåtter;5;0;Grus, lav och mossa;;
2022;6;Repbäcken;20220805;ytskrapning/slåtter;6;1;Medel till grovt och löst mellan grus.;;
2022;6;Ställdalen;20220731;rotryckning/slåtter;1;0;40% inblandat med humus. Täkt av <1cm lager mossa;;
2022;6;Ställdalen;20220731;rotryckning/slåtter;2;30;Makadam,ingen sand egentligen. Mossa på tunt lager av humus.;;
2022;6;Ställdalen;20220731;rotryckning/slåtter;3;20;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Ställdalen;20220731;rotryckning/slåtter;4;0;40% inblandat med humus. Täkt av <1cm lager mossa och gräs/örter;;
2022;6;Ställdalen;20220731;rotryckning/slåtter;5;0;Makadam under lager av gammalt gräs;;
2022;6;Ställdalen;20220731;rotryckning/slåtter;6;50;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Vansbro;20220807;ytskrapning/slåtter;1;0;Mossa, sten och filtlav;;
2022;6;Vansbro;20220807;ytskrapning/slåtter;2;1;Hårt packad fin sand med grövre sand och grus ovan, löst. ;;
2022;6;Vansbro;20220807;ytskrapning/slåtter;3;10;Hårt packad fin sand med grövre sand och grus ovan, löst. ;;
2022;6;Vansbro;20220807;ytskrapning/slåtter;4;20;Hårt packad fin sand med grövre sand och grus ovan, löst. ;;
2022;6;Vansbro;20220807;ytskrapning/slåtter;5;15;Hårt packad fin sand med grövre sand och grus ovan, löst. ;;
2022;6;Vansbro;20220807;ytskrapning/slåtter;6;50;Hårt packad fin sand med grövre sand och grus ovan, löst. ;;
2022;6;Byvalla;20220831;rotryckning;1;0;40 % inblandad i jord under mossa, gräs och död ved.;;
2022;6;Byvalla;20220831;rotryckning;2;50;Öppen mineraljord med 20 % sand. Fläckvis med grus. Myrstack utgör 10 %.;;
2022;6;Byvalla;20220831;rotryckning;3;0;Mineraljord under lager av mossa.;;
2022;6;Byvalla;20220831;rotryckning;4;1;Grov lös sand, grus och enstaka större stenar. I övrigt mossa, lav och gammalt org. material;;
2022;6;Byvalla;20220831;rotryckning;5;0;Inget blottat men fin till grov sand med inslag av grus under mosstäcke.;;
2022;6;Byvalla;20220719;rotryckning;6;80;Grov till fin sand, löst till hårt packad. ;;
2022;6;Byvalla;20220831;rotryckning/slåtter;1;20;Grov lös sand, grus och enstaka större stenar. I övrigt mossa, lav och gammalt org. material;;
2022;6;Byvalla;20220831;rotryckning/slåtter;2;20;Grov- medelgrov lös sand, grus och enstaka större stenar. I övrigt mossa, lav och gammalt org. material;;
2022;6;Byvalla;20220831;rotryckning/slåtter;3;10;Grov- medelgrov lös sand, grus och enstaka större stenar. I övrigt mossa, lav och gammalt org. material;;
2022;6;Byvalla;20220831;rotryckning/slåtter;4;5;Grov lös sand, grus och enstaka större stenar. I övrigt mossa, lav och gammalt org. material;;
2022;6;Byvalla;20220719;rotryckning/slåtter;5;0;40 % inblandad i jord under mossa, gräs och död ved.;;
2022;6;Byvalla;20220719;rotryckning/slåtter;6;0;50 % inblandat i jord under mossa gräs och död ved.;;
2022;6;Byvalla;20220831;ytskrapning;1;20;Grov lös sand varvat med makadam och mossa;;
2022;6;Byvalla;20220831;ytskrapning;2;0;Inget blottat men fin till grov sand med inslag av grus under mosstäcke.;;
2022;6;Byvalla;20220831;ytskrapning;3;10;Fin till grov sand. Lös med hårda partier. Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Byvalla;20220831;ytskrapning;4;10;Fin till grov sand. Lös med hårda partier. Löst grus ovanpå.  Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Byvalla;20220719;ytskrapning;5;50;50 % inblandat i jord under mossa gräs och död ved. Blottad sand är lös med hårda partier.;;
