År;Year;Station;Datum;Behandling;Ruta;Art;Species;Fältkommentar;Slåtter;Ej i trafikverkets artlista (se kommentar);tree.bush
2017;1;Mattmar;20170722;Ytskrapning;2;Epilobium sp.;Epilobium sp.;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Foderlosta;Bromopsis inermis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Gråbo;Artemisia vulgaris;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Gulvial;Lathyrus pratensis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Klofibbla;Crepis tectorum;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Krustistel;Carduus crispus;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Kråkvicker;Vicia cracca;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Käringtand;Lotus corniculatus;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Mjölkört;Chamaenerion angustifolium;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Rödklöver;Trifolium pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Röllika;Achillea millefolium;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Sandtrav;Arabidopsis arenosa;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Sandtrav;Arabidopsis arenosa;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Storven;Agrostis gigantea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Taraxacum sp.;Taraxacum sp.;;;;0
2017;1;Mattmar;20170722;Ytskrapning;2;Timotej;Phleum pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Bergrör;Calamagrostis epigejos;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Gråbo;Artemisia vulgaris;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Gulvial;Lathyrus pratensis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Hundäxing;Dactylis glomerata;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Klofibbla;Crepis tectorum;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Kråkvicker;Vicia cracca;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Kvickrot;Elytrigia repens;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Rödklöver;Trifolium pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Röllika;Achillea millefolium;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Sandtrav;Arabidopsis arenosa;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Stormåra;Gallium mollugo;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Storven;Agrostis gigantea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Taraxacum sp.;Taraxacum sp.;;;;0
2017;1;Mattmar;20170722;Ytskrapning;3;Timotej;Phleum pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Bergrör;Calamagrostis epigejos;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Gråbo;Artemisia vulgaris;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Hundäxing;Dactylis glomerata;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Klofibbla;Crepis tectorum;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Kvickrot;Elytrigia repens;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Käringtand;Lotus corniculatus;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Rödklöver;Trifolium pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Röllika;Achillea millefolium;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Sandtrav;Arabidopsis arenosa;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Sandtrav;Arabidopsis arenosa;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Stormåra;Gallium mollugo;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Storven;Agrostis gigantea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Taraxacum sp.;Taraxacum sp.;;;;0
2017;1;Mattmar;20170722;Ytskrapning;4;Åkervädd;Knautia arvensis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Bergrör;Calamagrostis epigejos;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Gråbo;Artemisia vulgaris;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Groblad;Plantago major;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Klofibbla;Crepis tectorum;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Kråkvicker;Vicia cracca;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Rödklöver;Trifolium pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Rödsvingel;Festuca rubra;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Röllika;Achillea millefolium;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Stormåra;Gallium mollugo;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Storven;Agrostis gigantea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Timotej;Phleum pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;5;Vitklöver;Trifolium repens;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Foderlosta;Bromopsis inermis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Gråbo;Artemisia vulgaris;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Gulvial;Lathyrus pratensis;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Klofibbla;Crepis tectorum;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Krustistel;Carduus crispus;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Kråkvicker;Vicia cracca;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Käringtand;Lotus corniculatus;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Rödklöver;Trifolium pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Rödsvingel;Festuca rubra;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Röllika;Achillea millefolium;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Sandtrav;Arabidopsis arenosa;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Stormåra;Gallium mollugo;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Storven;Agrostis gigantea;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Taraxacum sp.;Taraxacum sp.;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Timotej;Phleum pratense;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Vitklöver;Trifolium repens;;;;0
2017;1;Mattmar;20170722;Ytskrapning;6;Åkervädd;Knautia arvensis;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Färgkulla;Cota tinctoria;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Grustrav;Arabidopsis suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Hundäxing;Dactylis glomerata;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Kummin;Carum carvi;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Käringtand;Lotus corniculatus;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Liten blåklocka;Campanula rotundifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Rödklöver;Trifolium pratense;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Rödsvingel;Festuca rubra;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Röllika;Achillea millefolium;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Stormåra;Gallium mollugo;;;;0
2017;1;Ope;20170719;Ytskrapning;1;Åkervädd;Knautia arvensis;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Backskärvfrö;Noccaea caerulescens;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Fjällvedel;Astragalus alpinus;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Färgkulla;Cota tinctoria;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Grustrav;Arabidopsis suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Hundäxing;Dactylis glomerata;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Kummin;Carum carvi;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Rödklöver;Trifolium pratense;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Rödsvingel;Festuca rubra;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Röllika;Achillea millefolium;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Stormåra;Gallium mollugo;;;;0
2017;1;Ope;20170719;Ytskrapning;2;Svenskfibbla;Pilosella suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Backskärvfrö;Noccaea caerulescens;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Fjällvedel;Astragalus alpinus;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Grustrav;Arabidopsis suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Hundäxing;Dactylis glomerata;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Kummin;Carum carvi;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Rödklöver;Trifolium pratense;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Röllika;Achillea millefolium;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Stormåra;Gallium mollugo;;;;0
2017;1;Ope;20170719;Ytskrapning;3;Åkervädd;Knautia arvensis;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Backskärvfrö;Noccaea caerulescens;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Färgkulla;Cota tinctoria;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Grustrav;Arabidopsis suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Käringtand;Lotus corniculatus;;;;0
